ano,UF,metrica,fonte,status
2015,AC,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,AC,RCL_Ajustada,,ausente
2015,AC,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,AC,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,AC,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,AC,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,AC,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,AL,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,AL,RCL_Ajustada,,ausente
2015,AL,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,AL,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,AL,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,AL,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,AL,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,AM,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,AM,RCL_Ajustada,,ausente
2015,AM,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,AM,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,AM,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,AM,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,AM,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,AP,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,AP,RCL_Ajustada,,ausente
2015,AP,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,AP,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,AP,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,AP,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,AP,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,BA,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,BA,RCL_Ajustada,,ausente
2015,BA,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,BA,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,BA,Limite_Alerta,,ausente
2015,BA,Limite_Prudencial,,ausente
2015,BA,Limite_Maximo,,ausente
2015,CE,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,CE,RCL_Ajustada,,ausente
2015,CE,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,CE,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,CE,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,CE,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,CE,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,DF,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,DF,RCL_Ajustada,,ausente
2015,DF,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,DF,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,DF,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,DF,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,DF,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,ES,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,ES,RCL_Ajustada,,ausente
2015,ES,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,ES,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,ES,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,ES,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,ES,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,GO,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,GO,RCL_Ajustada,,ausente
2015,GO,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,GO,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,GO,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,GO,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,GO,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,MA,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,MA,RCL_Ajustada,,ausente
2015,MA,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,MA,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,MA,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,MA,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,MA,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,MG,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,MG,RCL_Ajustada,,ausente
2015,MG,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,MG,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,MG,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,MG,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,MG,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,MS,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,MS,RCL_Ajustada,,ausente
2015,MS,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,MS,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,MS,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,MS,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,MS,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,MT,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,MT,RCL_Ajustada,,ausente
2015,MT,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,MT,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,MT,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,MT,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,MT,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,PA,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,PA,RCL_Ajustada,,ausente
2015,PA,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,PA,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,PA,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,PA,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,PA,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,PB,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,PB,RCL_Ajustada,,ausente
2015,PB,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,PB,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,PB,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,PB,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,PB,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,PE,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,PE,RCL_Ajustada,,ausente
2015,PE,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,PE,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,PE,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,PE,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,PE,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,PI,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,PI,RCL_Ajustada,,ausente
2015,PI,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,PI,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,PI,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,PI,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,PI,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,PR,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,PR,RCL_Ajustada,,ausente
2015,PR,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,PR,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,PR,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,PR,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,PR,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,RJ,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,RJ,RCL_Ajustada,,ausente
2015,RJ,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,RJ,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,RJ,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,RJ,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,RJ,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,RN,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,RN,RCL_Ajustada,,ausente
2015,RN,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,RN,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,RN,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,RN,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,RN,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,RO,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,RO,RCL_Ajustada,,ausente
2015,RO,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,RO,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,RO,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,RO,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,RO,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,RR,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,RR,RCL_Ajustada,,ausente
2015,RR,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,RR,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,RR,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,RR,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,RR,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,RS,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,RS,RCL_Ajustada,,ausente
2015,RS,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,RS,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,RS,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,RS,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,RS,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,SC,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,SC,RCL_Ajustada,,ausente
2015,SC,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,SC,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,SC,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,SC,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,SC,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,SE,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,SE,RCL_Ajustada,,ausente
2015,SE,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,SE,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,SE,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,SE,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,SE,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,SP,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,SP,RCL_Ajustada,,ausente
2015,SP,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,SP,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,SP,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,SP,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
2015,SP,Limite_Maximo,"LimiteMaximoDespesaComPessoalTotal | LIMITE MÁXIMO (VI) (incisos I, II e III, art. 20 da LRF) | % sobre a RCL",ok
2015,TO,Receita_Corrente_Liquida,ReceitaCorrenteLiquidaLimiteLegal | RECEITA CORRENTE LIQUIDA - RCL (IV) | Valor,ok
2015,TO,RCL_Ajustada,,ausente
2015,TO,Despesa_Total_Pessoal,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | Valor,ok
2015,TO,DTP_RCL,DespesaComPessoalTotal | DESPESA TOTAL COM PESSOAL - DTP (V) = (III a + III b) | % sobre a RCL,ok
2015,TO,Limite_Alerta,"LimiteDeAlertaDespesaComPessoalTotal | LIMITE DE ALERTA (VIII) = (0,90 x VI) (inciso II do §1º do art. 59 da LRF) | % sobre a RCL",ok
2015,TO,Limite_Prudencial,"LimitePrudencialDespesaComPessoalTotal | LIMITE PRUDENCIAL (VII) = (0,95 x VI) (parágrafo único do art. 22 da LRF) | % sobre a RCL",ok
