exercicio,periodo,periodicidade,instituicao,cod_ibge,uf,co_poder,populacao,anexo,esfera,rotulo,coluna,cod_conta,conta,valor,uf_solicitada,nome_estado,regiao,periodo_selecionado
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimiteMaximoDespesaComPessoalTotal,"LIMITE MÁXIMO (VIII) (incisos I, II e III, art. 20 da LRF)",49.0,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,Valor,LimitePrudencialDespesaComPessoalTotal,"LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF)",2081677009.79,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimitePrudencialDespesaComPessoalTotal,"LIMITE PRUDENCIAL (IX) = (0,95 x VIII) (parágrafo único do art. 22 da LRF)",46.55,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,Valor,LimiteDeAlertaDespesaComPessoalTotal,"LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF)",1972115061.9,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,% sobre a RCL Ajustada,LimiteDeAlertaDespesaComPessoalTotal,"LIMITE DE ALERTA (X) = (0,90 x VIII) (inciso II do §1º do art. 59 da LRF)",44.1,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,Limite Máximo (a),PercentualTrajetoriaRetornoAoLimiteDaDespesaTotalComPessoal,Percentual Trajetória de Retorno ao Limite da Despesa Total com Pessoal,49.0,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,% DTP (b),PercentualTrajetoriaRetornoAoLimiteDaDespesaTotalComPessoal,Percentual Trajetória de Retorno ao Limite da Despesa Total com Pessoal,53.86,AC,Acre,Norte,3
2017,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,% Excedente (c) = (b-a),PercentualTrajetoriaRetornoAoLimiteDaDespesaTotalComPessoal,Percentual Trajetória de Retorno ao Limite da Despesa Total com Pessoal,4.86,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-11>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),255866443.25,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-10>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),269235211.45,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-9>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),273740527.76,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-8>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),275132058.26,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-7>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),286010136.15,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-6>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),281462007.98,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-5>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),298310377.67,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-4>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),294583101.63,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-3>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),282660032.97,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-2>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),282328600.1,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-1>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),310374570.7,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR>,DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),456016043.01,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),3565719110.93,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),DespesaComPessoalBruta,DESPESA BRUTA COM PESSOAL (I),794936.13,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-11>,DespesaComPessoalAtivoBruta,Pessoal Ativo,188924364.91,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-10>,DespesaComPessoalAtivoBruta,Pessoal Ativo,197257070.43,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-9>,DespesaComPessoalAtivoBruta,Pessoal Ativo,202846284.83,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-8>,DespesaComPessoalAtivoBruta,Pessoal Ativo,204134647.32,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-7>,DespesaComPessoalAtivoBruta,Pessoal Ativo,214807893.25,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-6>,DespesaComPessoalAtivoBruta,Pessoal Ativo,210033893.42,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-5>,DespesaComPessoalAtivoBruta,Pessoal Ativo,222566724.74,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-4>,DespesaComPessoalAtivoBruta,Pessoal Ativo,217249901.43,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-3>,DespesaComPessoalAtivoBruta,Pessoal Ativo,215599375.7,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-2>,DespesaComPessoalAtivoBruta,Pessoal Ativo,205733439.36,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-1>,DespesaComPessoalAtivoBruta,Pessoal Ativo,221560547.18,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR>,DespesaComPessoalAtivoBruta,Pessoal Ativo,342359704.23,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),DespesaComPessoalAtivoBruta,Pessoal Ativo,2643073846.8,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),DespesaComPessoalAtivoBruta,Pessoal Ativo,794936.13,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-11>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",144402109.46,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-10>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",147309449.04,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-9>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",152413902.51,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-8>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",153426790.35,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-7>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",159119680.69,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-6>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",189372700.39,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-5>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",201532464.21,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-4>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",196159463.74,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-3>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",194482755.24,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-2>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",184728326.78,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-1>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",200411988.65,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR>,VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",300353480.92,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,TOTAL (ÚLTIMOS 12 MESES) (a),VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",2223713111.98,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,INSCRITAS EM RESTOS A PAGAR NÃO PROCESSADOS (b),VencimentosVantagensEOutrasDespesasVariaveis,"Vencimentos, Vantagens e Outras Despesas Variáveis",359700.63,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-11>,ObrigacoesPatronais,Obrigações Patronais,44511171.23,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-10>,ObrigacoesPatronais,Obrigações Patronais,49936695.72,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-9>,ObrigacoesPatronais,Obrigações Patronais,50421361.52,AC,Acre,Norte,3
2018,3,Q,Governo do Estado do Acre,12,AC,E,816687,RGF-Anexo 01,E,Padrão,<MR-8>,ObrigacoesPatronais,Obrigações Patronais,50696931.3,AC,Acre,Norte,3
